date,r_phase_voltage,y_phase_voltage,b_phase_voltage,r_phase_current,y_phase_current,b_phase_current,r_phase_active_power,y_phase_active_power,b_phase_active_power,average_voltage,average_current,total_active_power,frequency,cumulative_energy_KWh,power_mega_kilo,total_power_factor
2019-03-24 00:25:49.0,236.78,237.35,241.46,2.744,0,4.86,0.6373,0.0345,1.1594,238.53,2.534,1.8313,50.02,40438.5,0,-0.99
2019-03-24 00:30:49.0,236.78,236.98,241.13,2.747,0,4.875,0.6363,0.0336,1.1632,238.3,2.541,1.8333,50.03,40438.6,0,-0.99
2019-03-24 00:30:49.0,236.78,236.98,241.13,2.747,0,4.875,0.6363,0.0336,1.1632,238.3,2.541,1.8333,50.03,40438.6,0,-0.99
2019-03-24 00:30:49.0,236.78,236.98,241.13,2.747,0,4.875,0.6363,0.0336,1.1632,238.3,2.541,1.8333,50.03,40438.6,0,-0.99
2019-03-24 00:30:49.0,236.78,236.98,241.13,2.747,0,4.875,0.6363,0.0336,1.1632,238.3,2.541,1.8333,50.03,40438.6,0,-0.99
2019-03-24 00:30:49.0,236.78,236.98,241.13,2.747,0,4.875,0.6363,0.0336,1.1632,238.3,2.541,1.8333,50.03,40438.6,0,-0.99
2019-03-24 00:35:49.0,236.94,237.25,241.24,2.748,0,4.839,0.637,0.0344,1.1618,238.48,2.529,1.8333,50,40438.8,0,-0.99
2019-03-24 00:35:49.0,236.94,237.25,241.24,2.748,0,4.839,0.637,0.0344,1.1618,238.48,2.529,1.8333,50,40438.8,0,-0.99
2019-03-24 00:35:49.0,236.94,237.25,241.24,2.748,0,4.839,0.637,0.0344,1.1618,238.48,2.529,1.8333,50,40438.8,0,-0.99
2019-03-24 00:35:49.0,236.94,237.25,241.24,2.748,0,4.839,0.637,0.0344,1.1618,238.48,2.529,1.8333,50,40438.8,0,-0.99
2019-03-24 00:35:49.0,236.94,237.25,241.24,2.748,0,4.839,0.637,0.0344,1.1618,238.48,2.529,1.8333,50,40438.8,0,-0.99
2019-03-24 00:40:49.0,237.15,237.44,241.76,2.744,0,4.878,0.6393,0.0345,1.161,238.79,2.541,1.8349,50.04,40438.9,0,-0.99
2019-03-24 00:40:49.0,237.15,237.44,241.76,2.744,0,4.878,0.6393,0.0345,1.161,238.79,2.541,1.8349,50.04,40438.9,0,-0.99
2019-03-24 00:40:49.0,237.15,237.44,241.76,2.744,0,4.878,0.6393,0.0345,1.161,238.79,2.541,1.8349,50.04,40438.9,0,-0.99
2019-03-24 00:40:49.0,237.15,237.44,241.76,2.744,0,4.878,0.6393,0.0345,1.161,238.79,2.541,1.8349,50.04,40438.9,0,-0.99
2019-03-24 00:40:49.0,237.15,237.44,241.76,2.744,0,4.878,0.6393,0.0345,1.161,238.79,2.541,1.8349,50.04,40438.9,0,-0.99
2019-03-24 00:46:05.0,237.73,238.12,241.7,2.757,0,4.849,0.6396,0.0344,1.1615,239.18,2.535,1.8356,50.05,40439.1,0,-0.99
2019-03-24 00:46:05.0,237.73,238.12,241.7,2.757,0,4.849,0.6396,0.0344,1.1615,239.18,2.535,1.8356,50.05,40439.1,0,-0.99
2019-03-24 00:46:05.0,237.73,238.12,241.7,2.757,0,4.849,0.6396,0.0344,1.1615,239.18,2.535,1.8356,50.05,40439.1,0,-0.99
2019-03-24 00:46:05.0,237.73,238.12,241.7,2.757,0,4.849,0.6396,0.0344,1.1615,239.18,2.535,1.8356,50.05,40439.1,0,-0.99
2019-03-24 00:46:05.0,237.73,238.12,241.7,2.757,0,4.849,0.6396,0.0344,1.1615,239.18,2.535,1.8356,50.05,40439.1,0,-0.99
2019-03-24 00:51:21.0,237.65,237.87,242.1,2.753,0,4.858,0.638,0.0345,1.1677,239.2,2.537,1.8403,50.01,40439.3,0,-0.99
2019-03-24 00:51:21.0,237.65,237.87,242.1,2.753,0,4.858,0.638,0.0345,1.1677,239.2,2.537,1.8403,50.01,40439.3,0,-0.99
2019-03-24 00:51:21.0,237.65,237.87,242.1,2.753,0,4.858,0.638,0.0345,1.1677,239.2,2.537,1.8403,50.01,40439.3,0,-0.99
2019-03-24 00:51:21.0,237.65,237.87,242.1,2.753,0,4.858,0.638,0.0345,1.1677,239.2,2.537,1.8403,50.01,40439.3,0,-0.99
2019-03-24 00:51:21.0,237.65,237.87,242.1,2.753,0,4.858,0.638,0.0345,1.1677,239.2,2.537,1.8403,50.01,40439.3,0,-0.99
2019-03-24 00:56:22.0,237.71,237.7,242.21,2.753,0,4.86,0.6393,0.0342,1.1631,239.21,2.537,1.8366,50.01,40439.4,0,-0.99
2019-03-24 00:56:22.0,237.71,237.7,242.21,2.753,0,4.86,0.6393,0.0342,1.1631,239.21,2.537,1.8366,50.01,40439.4,0,-0.99
2019-03-24 00:56:22.0,237.71,237.7,242.21,2.753,0,4.86,0.6393,0.0342,1.1631,239.21,2.537,1.8366,50.01,40439.4,0,-0.99
2019-03-24 00:56:22.0,237.71,237.7,242.21,2.753,0,4.86,0.6393,0.0342,1.1631,239.21,2.537,1.8366,50.01,40439.4,0,-0.99
2019-03-24 00:56:22.0,237.71,237.7,242.21,2.753,0,4.86,0.6393,0.0342,1.1631,239.21,2.537,1.8366,50.01,40439.4,0,-0.99
2019-03-24 01:01:22.0,238.28,238.62,242.36,2.751,0,4.819,0.6417,0.0345,1.1595,239.75,2.523,1.8358,50.06,40439.6,0,-0.99
2019-03-24 01:01:22.0,238.28,238.62,242.36,2.751,0,4.819,0.6417,0.0345,1.1595,239.75,2.523,1.8358,50.06,40439.6,0,-0.99
2019-03-24 01:01:22.0,238.28,238.62,242.36,2.751,0,4.819,0.6417,0.0345,1.1595,239.75,2.523,1.8358,50.06,40439.6,0,-0.99
2019-03-24 01:01:22.0,238.28,238.62,242.36,2.751,0,4.819,0.6417,0.0345,1.1595,239.75,2.523,1.8358,50.06,40439.6,0,-0.99
2019-03-24 01:01:22.0,238.28,238.62,242.36,2.751,0,4.819,0.6417,0.0345,1.1595,239.75,2.523,1.8358,50.06,40439.6,0,-0.99
2019-03-24 01:06:22.0,237.5,237.72,241.62,2.742,0,4.858,0.6392,0.0344,1.1578,238.95,2.533,1.8315,49.99,40439.7,0,-0.99
2019-03-24 01:06:22.0,237.5,237.72,241.62,2.742,0,4.858,0.6392,0.0344,1.1578,238.95,2.533,1.8315,49.99,40439.7,0,-0.99
2019-03-24 01:06:22.0,237.5,237.72,241.62,2.742,0,4.858,0.6392,0.0344,1.1578,238.95,2.533,1.8315,49.99,40439.7,0,-0.99
2019-03-24 01:06:22.0,237.5,237.72,241.62,2.742,0,4.858,0.6392,0.0344,1.1578,238.95,2.533,1.8315,49.99,40439.7,0,-0.99
2019-03-24 01:06:22.0,237.5,237.72,241.62,2.742,0,4.858,0.6392,0.0344,1.1578,238.95,2.533,1.8315,49.99,40439.7,0,-0.99
2019-03-24 01:11:22.0,237.03,237.65,241.4,2.752,0,4.855,0.6362,0.0344,1.1599,238.69,2.535,1.8306,50,40439.9,0,-0.99
2019-03-24 01:11:22.0,237.03,237.65,241.4,2.752,0,4.855,0.6362,0.0344,1.1599,238.69,2.535,1.8306,50,40439.9,0,-0.99
2019-03-24 01:11:22.0,237.03,237.65,241.4,2.752,0,4.855,0.6362,0.0344,1.1599,238.69,2.535,1.8306,50,40439.9,0,-0.99
2019-03-24 01:11:22.0,237.03,237.65,241.4,2.752,0,4.855,0.6362,0.0344,1.1599,238.69,2.535,1.8306,50,40439.9,0,-0.99
2019-03-24 01:11:22.0,237.03,237.65,241.4,2.752,0,4.855,0.6362,0.0344,1.1599,238.69,2.535,1.8306,50,40439.9,0,-0.99
2019-03-24 01:16:37.0,237.06,237.43,241.21,2.748,0,4.838,0.6367,0.0344,1.1562,238.57,2.528,1.8274,50.03,40440,0,-0.99
2019-03-24 01:16:37.0,237.06,237.43,241.21,2.748,0,4.838,0.6367,0.0344,1.1562,238.57,2.528,1.8274,50.03,40440,0,-0.99
2019-03-24 01:16:37.0,237.06,237.43,241.21,2.748,0,4.838,0.6367,0.0344,1.1562,238.57,2.528,1.8274,50.03,40440,0,-0.99
2019-03-24 01:16:37.0,237.06,237.43,241.21,2.748,0,4.838,0.6367,0.0344,1.1562,238.57,2.528,1.8274,50.03,40440,0,-0.99
2019-03-24 01:16:37.0,237.06,237.43,241.21,2.748,0,4.838,0.6367,0.0344,1.1562,238.57,2.528,1.8274,50.03,40440,0,-0.99
2019-03-24 01:26:39.0,237.45,237.95,241.72,2.745,0,4.832,0.6402,0.0343,1.1555,239.04,2.526,1.8302,50.03,40440.3,0,-0.99
2019-03-24 01:26:39.0,237.45,237.95,241.72,2.745,0,4.832,0.6402,0.0343,1.1555,239.04,2.526,1.8302,50.03,40440.3,0,-0.99
2019-03-24 01:26:39.0,237.45,237.95,241.72,2.745,0,4.832,0.6402,0.0343,1.1555,239.04,2.526,1.8302,50.03,40440.3,0,-0.99
2019-03-24 01:26:39.0,237.45,237.95,241.72,2.745,0,4.832,0.6402,0.0343,1.1555,239.04,2.526,1.8302,50.03,40440.3,0,-0.99
2019-03-24 01:26:39.0,237.45,237.95,241.72,2.745,0,4.832,0.6402,0.0343,1.1555,239.04,2.526,1.8302,50.03,40440.3,0,-0.99
2019-03-24 01:31:39.0,238.34,238.75,242.47,2.758,0,4.833,0.6425,0.0345,1.1577,239.85,2.53,1.8349,50.13,40440.5,0,-0.99
2019-03-24 01:31:39.0,238.34,238.75,242.47,2.758,0,4.833,0.6425,0.0345,1.1577,239.85,2.53,1.8349,50.13,40440.5,0,-0.99
2019-03-24 01:31:39.0,238.34,238.75,242.47,2.758,0,4.833,0.6425,0.0345,1.1577,239.85,2.53,1.8349,50.13,40440.5,0,-0.99
2019-03-24 01:31:39.0,238.34,238.75,242.47,2.758,0,4.833,0.6425,0.0345,1.1577,239.85,2.53,1.8349,50.13,40440.5,0,-0.99
2019-03-24 01:31:39.0,238.34,238.75,242.47,2.758,0,4.833,0.6425,0.0345,1.1577,239.85,2.53,1.8349,50.13,40440.5,0,-0.99
2019-03-24 01:41:39.0,238.06,238.35,242.27,2.758,0,4.807,0.6404,0.0344,1.1574,239.56,2.522,1.8323,50.04,40440.8,0,-0.99
2019-03-24 01:41:39.0,238.06,238.35,242.27,2.758,0,4.807,0.6404,0.0344,1.1574,239.56,2.522,1.8323,50.04,40440.8,0,-0.99
2019-03-24 01:41:39.0,238.06,238.35,242.27,2.758,0,4.807,0.6404,0.0344,1.1574,239.56,2.522,1.8323,50.04,40440.8,0,-0.99
2019-03-24 01:41:39.0,238.06,238.35,242.27,2.758,0,4.807,0.6404,0.0344,1.1574,239.56,2.522,1.8323,50.04,40440.8,0,-0.99
2019-03-24 01:41:39.0,238.06,238.35,242.27,2.758,0,4.807,0.6404,0.0344,1.1574,239.56,2.522,1.8323,50.04,40440.8,0,-0.99
2019-03-24 01:46:39.0,238.11,238.61,242.28,2.742,0,4.846,0.6412,0.0344,1.1564,239.67,2.529,1.8321,50.05,40440.9,0,-0.99
2019-03-24 01:46:39.0,238.11,238.61,242.28,2.742,0,4.846,0.6412,0.0344,1.1564,239.67,2.529,1.8321,50.05,40440.9,0,-0.99
2019-03-24 01:46:39.0,238.11,238.61,242.28,2.742,0,4.846,0.6412,0.0344,1.1564,239.67,2.529,1.8321,50.05,40440.9,0,-0.99
2019-03-24 01:46:39.0,238.11,238.61,242.28,2.742,0,4.846,0.6412,0.0344,1.1564,239.67,2.529,1.8321,50.05,40440.9,0,-0.99
2019-03-24 01:46:39.0,238.11,238.61,242.28,2.742,0,4.846,0.6412,0.0344,1.1564,239.67,2.529,1.8321,50.05,40440.9,0,-0.99
2019-03-24 01:51:39.0,238.4,238.71,242.56,2.745,0,4.834,0.639,0.0344,1.1585,239.89,2.526,1.832,50.05,40441.1,0,-0.99
2019-03-24 01:51:39.0,238.4,238.71,242.56,2.745,0,4.834,0.639,0.0344,1.1585,239.89,2.526,1.832,50.05,40441.1,0,-0.99
2019-03-24 01:51:39.0,238.4,238.71,242.56,2.745,0,4.834,0.639,0.0344,1.1585,239.89,2.526,1.832,50.05,40441.1,0,-0.99
2019-03-24 01:51:39.0,238.4,238.71,242.56,2.745,0,4.834,0.639,0.0344,1.1585,239.89,2.526,1.832,50.05,40441.1,0,-0.99
2019-03-24 01:51:39.0,238.4,238.71,242.56,2.745,0,4.834,0.639,0.0344,1.1585,239.89,2.526,1.832,50.05,40441.1,0,-0.99
2019-03-24 01:56:39.0,238.42,238.99,242.62,2.753,0,4.822,0.6437,0.0349,1.1552,240.01,2.525,1.8338,50.09,40441.3,0,-0.98
2019-03-24 01:56:39.0,238.42,238.99,242.62,2.753,0,4.822,0.6437,0.0349,1.1552,240.01,2.525,1.8338,50.09,40441.3,0,-0.98
2019-03-24 01:56:39.0,238.42,238.99,242.62,2.753,0,4.822,0.6437,0.0349,1.1552,240.01,2.525,1.8338,50.09,40441.3,0,-0.98
2019-03-24 01:56:39.0,238.42,238.99,242.62,2.753,0,4.822,0.6437,0.0349,1.1552,240.01,2.525,1.8338,50.09,40441.3,0,-0.98
2019-03-24 01:56:39.0,238.42,238.99,242.62,2.753,0,4.822,0.6437,0.0349,1.1552,240.01,2.525,1.8338,50.09,40441.3,0,-0.98
2019-03-24 02:01:39.0,238.99,239.51,243.12,2.986,0,4.796,0.6971,0.0343,1.1603,240.54,2.594,1.8917,50.07,40441.4,0,-0.99
2019-03-24 02:01:39.0,238.99,239.51,243.12,2.986,0,4.796,0.6971,0.0343,1.1603,240.54,2.594,1.8917,50.07,40441.4,0,-0.99
2019-03-24 02:01:39.0,238.99,239.51,243.12,2.986,0,4.796,0.6971,0.0343,1.1603,240.54,2.594,1.8917,50.07,40441.4,0,-0.99
2019-03-24 02:01:39.0,238.99,239.51,243.12,2.986,0,4.796,0.6971,0.0343,1.1603,240.54,2.594,1.8917,50.07,40441.4,0,-0.99
2019-03-24 02:01:39.0,238.99,239.51,243.12,2.986,0,4.796,0.6971,0.0343,1.1603,240.54,2.594,1.8917,50.07,40441.4,0,-0.99
2019-03-24 02:06:39.0,238.39,238.81,242.53,2.986,0,4.8,0.6964,0.0344,1.1579,239.91,2.595,1.8889,49.98,40441.6,0,-0.99
2019-03-24 02:06:39.0,238.39,238.81,242.53,2.986,0,4.8,0.6964,0.0344,1.1579,239.91,2.595,1.8889,49.98,40441.6,0,-0.99
2019-03-24 02:06:39.0,238.39,238.81,242.53,2.986,0,4.8,0.6964,0.0344,1.1579,239.91,2.595,1.8889,49.98,40441.6,0,-0.99
2019-03-24 02:06:39.0,238.39,238.81,242.53,2.986,0,4.8,0.6964,0.0344,1.1579,239.91,2.595,1.8889,49.98,40441.6,0,-0.99
2019-03-24 02:06:39.0,238.39,238.81,242.53,2.986,0,4.8,0.6964,0.0344,1.1579,239.91,2.595,1.8889,49.98,40441.6,0,-0.99
2019-03-24 02:11:40.0,238.98,239.69,242.77,2.983,0,4.819,0.6985,0.0341,1.1572,240.48,2.6,1.89,50.02,40441.7,0,-0.99
2019-03-24 02:11:40.0,238.98,239.69,242.77,2.983,0,4.819,0.6985,0.0341,1.1572,240.48,2.6,1.89,50.02,40441.7,0,-0.99
2019-03-24 02:11:40.0,238.98,239.69,242.77,2.983,0,4.819,0.6985,0.0341,1.1572,240.48,2.6,1.89,50.02,40441.7,0,-0.99
2019-03-24 02:11:40.0,238.98,239.69,242.77,2.983,0,4.819,0.6985,0.0341,1.1572,240.48,2.6,1.89,50.02,40441.7,0,-0.99
2019-03-24 02:11:40.0,238.98,239.69,242.77,2.983,0,4.819,0.6985,0.0341,1.1572,240.48,2.6,1.89,50.02,40441.7,0,-0.99
2019-03-24 02:16:40.0,238.76,239.68,242.63,2.989,0,4.8,0.6968,0.0345,1.1615,240.36,2.596,1.893,50.05,40441.9,0,-0.99
2019-03-24 02:16:40.0,238.76,239.68,242.63,2.989,0,4.8,0.6968,0.0345,1.1615,240.36,2.596,1.893,50.05,40441.9,0,-0.99
2019-03-24 02:16:40.0,238.76,239.68,242.63,2.989,0,4.8,0.6968,0.0345,1.1615,240.36,2.596,1.893,50.05,40441.9,0,-0.99
2019-03-24 02:16:40.0,238.76,239.68,242.63,2.989,0,4.8,0.6968,0.0345,1.1615,240.36,2.596,1.893,50.05,40441.9,0,-0.99
2019-03-24 02:16:40.0,238.76,239.68,242.63,2.989,0,4.8,0.6968,0.0345,1.1615,240.36,2.596,1.893,50.05,40441.9,0,-0.99
2019-03-24 02:21:40.0,238.84,239.53,242.52,2.992,0,4.828,0.6972,0.0344,1.1584,240.3,2.607,1.8901,50.01,40442,0,-0.99
2019-03-24 02:21:40.0,238.84,239.53,242.52,2.992,0,4.828,0.6972,0.0344,1.1584,240.3,2.607,1.8901,50.01,40442,0,-0.99
2019-03-24 02:21:40.0,238.84,239.53,242.52,2.992,0,4.828,0.6972,0.0344,1.1584,240.3,2.607,1.8901,50.01,40442,0,-0.99
2019-03-24 02:21:40.0,238.84,239.53,242.52,2.992,0,4.828,0.6972,0.0344,1.1584,240.3,2.607,1.8901,50.01,40442,0,-0.99
2019-03-24 02:21:40.0,238.84,239.53,242.52,2.992,0,4.828,0.6972,0.0344,1.1584,240.3,2.607,1.8901,50.01,40442,0,-0.99
2019-03-24 02:26:40.0,238.99,239.61,242.99,2.992,0,4.828,0.6986,0.0345,1.1606,240.53,2.606,1.8938,50.03,40442.2,0,-0.99
2019-03-24 02:26:40.0,238.99,239.61,242.99,2.992,0,4.828,0.6986,0.0345,1.1606,240.53,2.606,1.8938,50.03,40442.2,0,-0.99
2019-03-24 02:26:40.0,238.99,239.61,242.99,2.992,0,4.828,0.6986,0.0345,1.1606,240.53,2.606,1.8938,50.03,40442.2,0,-0.99
2019-03-24 02:26:40.0,238.99,239.61,242.99,2.992,0,4.828,0.6986,0.0345,1.1606,240.53,2.606,1.8938,50.03,40442.2,0,-0.99
2019-03-24 02:26:40.0,238.99,239.61,242.99,2.992,0,4.828,0.6986,0.0345,1.1606,240.53,2.606,1.8938,50.03,40442.2,0,-0.99
2019-03-24 02:31:40.0,239.52,239.84,243.53,2.996,0,4.819,0.7004,0.0345,1.1602,240.96,2.605,1.8952,50.1,40442.4,0,-0.98
2019-03-24 02:31:40.0,239.52,239.84,243.53,2.996,0,4.819,0.7004,0.0345,1.1602,240.96,2.605,1.8952,50.1,40442.4,0,-0.98
2019-03-24 02:31:40.0,239.52,239.84,243.53,2.996,0,4.819,0.7004,0.0345,1.1602,240.96,2.605,1.8952,50.1,40442.4,0,-0.98
2019-03-24 02:31:40.0,239.52,239.84,243.53,2.996,0,4.819,0.7004,0.0345,1.1602,240.96,2.605,1.8952,50.1,40442.4,0,-0.98
2019-03-24 02:31:40.0,239.52,239.84,243.53,2.996,0,4.819,0.7004,0.0345,1.1602,240.96,2.605,1.8952,50.1,40442.4,0,-0.98
2019-03-24 02:37:00.0,239.61,240.09,243.36,2.985,0,4.831,0.7007,0.0345,1.1592,241.02,2.605,1.8945,50.08,40442.5,0,-0.99
2019-03-24 02:37:00.0,239.61,240.09,243.36,2.985,0,4.831,0.7007,0.0345,1.1592,241.02,2.605,1.8945,50.08,40442.5,0,-0.99
2019-03-24 02:37:00.0,239.61,240.09,243.36,2.985,0,4.831,0.7007,0.0345,1.1592,241.02,2.605,1.8945,50.08,40442.5,0,-0.99
2019-03-24 02:37:00.0,239.61,240.09,243.36,2.985,0,4.831,0.7007,0.0345,1.1592,241.02,2.605,1.8945,50.08,40442.5,0,-0.99
2019-03-24 02:37:00.0,239.61,240.09,243.36,2.985,0,4.831,0.7007,0.0345,1.1592,241.02,2.605,1.8945,50.08,40442.5,0,-0.99
2019-03-24 02:41:58.0,239.33,239.84,242.97,2.997,0,4.814,0.6998,0.0346,1.1584,240.71,2.604,1.8929,50.06,40442.7,0,-0.99
2019-03-24 02:41:58.0,239.33,239.84,242.97,2.997,0,4.814,0.6998,0.0346,1.1584,240.71,2.604,1.8929,50.06,40442.7,0,-0.99
2019-03-24 02:41:58.0,239.33,239.84,242.97,2.997,0,4.814,0.6998,0.0346,1.1584,240.71,2.604,1.8929,50.06,40442.7,0,-0.99
2019-03-24 02:41:58.0,239.33,239.84,242.97,2.997,0,4.814,0.6998,0.0346,1.1584,240.71,2.604,1.8929,50.06,40442.7,0,-0.99
2019-03-24 02:41:58.0,239.33,239.84,242.97,2.997,0,4.814,0.6998,0.0346,1.1584,240.71,2.604,1.8929,50.06,40442.7,0,-0.99
2019-03-24 02:46:58.0,240.06,240.63,243.69,2.998,0,4.814,0.7021,0.0346,1.1596,241.46,2.604,1.8964,50.09,40442.8,0,-0.99
2019-03-24 02:46:58.0,240.06,240.63,243.69,2.998,0,4.814,0.7021,0.0346,1.1596,241.46,2.604,1.8964,50.09,40442.8,0,-0.99
2019-03-24 02:46:58.0,240.06,240.63,243.69,2.998,0,4.814,0.7021,0.0346,1.1596,241.46,2.604,1.8964,50.09,40442.8,0,-0.99
2019-03-24 02:46:58.0,240.06,240.63,243.69,2.998,0,4.814,0.7021,0.0346,1.1596,241.46,2.604,1.8964,50.09,40442.8,0,-0.99
2019-03-24 02:46:58.0,240.06,240.63,243.69,2.998,0,4.814,0.7021,0.0346,1.1596,241.46,2.604,1.8964,50.09,40442.8,0,-0.99
2019-03-24 02:51:58.0,239.95,240.56,243.68,2.999,0,4.82,0.7025,0.0347,1.1588,241.39,2.606,1.896,50.1,40443,0,-0.98
2019-03-24 02:51:58.0,239.95,240.56,243.68,2.999,0,4.82,0.7025,0.0347,1.1588,241.39,2.606,1.896,50.1,40443,0,-0.98
2019-03-24 02:51:58.0,239.95,240.56,243.68,2.999,0,4.82,0.7025,0.0347,1.1588,241.39,2.606,1.896,50.1,40443,0,-0.98
2019-03-24 02:51:58.0,239.95,240.56,243.68,2.999,0,4.82,0.7025,0.0347,1.1588,241.39,2.606,1.896,50.1,40443,0,-0.98
2019-03-24 02:51:58.0,239.95,240.56,243.68,2.999,0,4.82,0.7025,0.0347,1.1588,241.39,2.606,1.896,50.1,40443,0,-0.98
2019-03-24 02:56:58.0,239.94,240.02,243.62,2.993,0,4.812,0.7015,0.0347,1.1595,241.2,2.602,1.8957,50.07,40443.2,0,-0.98
2019-03-24 02:56:58.0,239.94,240.02,243.62,2.993,0,4.812,0.7015,0.0347,1.1595,241.2,2.602,1.8957,50.07,40443.2,0,-0.98
2019-03-24 02:56:58.0,239.94,240.02,243.62,2.993,0,4.812,0.7015,0.0347,1.1595,241.2,2.602,1.8957,50.07,40443.2,0,-0.98
2019-03-24 02:56:58.0,239.94,240.02,243.62,2.993,0,4.812,0.7015,0.0347,1.1595,241.2,2.602,1.8957,50.07,40443.2,0,-0.98
2019-03-24 02:56:58.0,239.94,240.02,243.62,2.993,0,4.812,0.7015,0.0347,1.1595,241.2,2.602,1.8957,50.07,40443.2,0,-0.98
2019-03-24 03:01:59.0,240.11,240.56,243.67,2.993,0,4.812,0.7015,0.0345,1.1643,241.45,2.602,1.9004,50.06,40443.3,0,-0.99
2019-03-24 03:01:59.0,240.11,240.56,243.67,2.993,0,4.812,0.7015,0.0345,1.1643,241.45,2.602,1.9004,50.06,40443.3,0,-0.99
2019-03-24 03:01:59.0,240.11,240.56,243.67,2.993,0,4.812,0.7015,0.0345,1.1643,241.45,2.602,1.9004,50.06,40443.3,0,-0.99
2019-03-24 03:01:59.0,240.11,240.56,243.67,2.993,0,4.812,0.7015,0.0345,1.1643,241.45,2.602,1.9004,50.06,40443.3,0,-0.99
2019-03-24 03:01:59.0,240.11,240.56,243.67,2.993,0,4.812,0.7015,0.0345,1.1643,241.45,2.602,1.9004,50.06,40443.3,0,-0.99
2019-03-24 03:07:15.0,239.65,240.12,243.36,2.991,0,4.798,0.7014,0.0346,1.1578,241.04,2.596,1.894,50.06,40443.5,0,-0.98
